tradeId,riskType,riskCurrency,value,marketDataId,scenarioId,valuationModel,run,errorStatus
585,IR FWD Delta,SEK,-979741.29;-602582.3;-433006.86;-231553.15;-953009.73;-866752.19;415803.56;616470.25;352681.13;139671.15;-384183.6;-529575.38;337827.08;-300492.36;-923886.56;-736843.0;-990847.41;-66071.32;-498545.1;842353.25;-342337.21;414709.48;317862.22;-748052.85;894606.38;606123.12;836305.3;-643606.48;-644057.28;289533.15;685275.88;347477.73;-204938.65;-5949.76;-98804.5;-155143.76;999279.35;896299.68;-80828.3;260167.13;531972.68;-608430.14;-596203.39;-380968.84;533523.34;68028.65;-880822.23;882989.79;-966055.54;-193107.8;-930965.79;650560.89;487501.72;-684556.02;637820.0;185100.79;413410.49;572255.13;816430.27;-964052.61;-639785.16;-397202.63;816835.67;-955727.53;743271.87;-810503.48;-75967.49;-315741.08;-828247.25;424021.47;261540.87;-891061.95;664175.97;506361.67;871554.45;980632.57;199374.31;102882.01;-513559.17;-897702.82;-297519.55;360903.58;733419.56;510405.74;-44783.03;372600.94;-927756.11;552229.07;-38252.16;-727820.99;531552.82;909001.38;-812967.2;557731.23;454417.79;356378.27;-850800.42;977325.55;-962828.88;-691835.33,6,0,SABR,EOD,
756,IR Basis Delta,SEK,358624.12;-465229.8;380959.22;932023.49;462750.69;747032.69;687191.38;-562978.86;-947550.58;-18664.3;-744233.93;-334694.75;22043.69;-816859.37;963796.72;-194703.47;-925063.94;738891.49;-962596.95;-859492.89;-542499.11;-216177.2;45699.94;-548289.09;-865194.83;-854339.56;879440.74;700900.14;-509702.65;-551121.04;979467.56;506341.26;253089.03;197241.76;96413.95;164104.23;-144305.42;486873.57;-490698.17;-824211.83;-269679.3;572944.48;-542634.12;-560757.15;-509952.72;-838809.53;140979.03;-740600.44;630057.31;-325082.34;35468.07;332698.91;53286.49;-280392.24;868708.26;698540.85;-19616.52;278888.41;162540.88;231347.27;649858.07;-175177.91;-900287.17;-124063.13;-824269.1;404731.79;960182.53;51405.4;-426072.23;-545411.23;-448947.2;-203778.48;-700420.77;666677.85;-340402.15;-388915.7;499622.79;845137.6;-394380.59;-986163.09;974130.28;967338.58;277389.88;-262419.14;-583063.75;-454982.18;-161943.39;-832232.29;-201592.17;849604.98;-200678.89;-679612.25;-49387.26;193862.53;-859355.73;-797939.96;177879.74;-459149.43;-699761.64;-651226.14,7,0,BASE,EOD,
954,IR Par Delta,CHF,27133.34;-748111.29;-262851.06;-107495.68;153010.77;274658.62;970267.09;406818.8;-101642.21;981262.51;234710.0;349167.48;635980.21;45904.64;-752906.59;-715192.58;888486.62;956411.08;50687.38;488486.92;692621.07;-468583.47;828762.98;-450838.95;339004.64;308082.46;54173.18;-41055.67;22295.47;891577.98;-716485.66;285487.17;237707.18;829651.46;-395419.06;901024.81;77331.7;-505236.12;-761389.18;-360924.05;-915916.66;-412716.01;-137991.5;46169.62;115408.95;-652331.93;-520900.74;-916701.62;-13897.7;-579143.28;172538.0;-866569.74;-156915.02;457394.31;-999853.58;-169793.71;-768852.63;826158.46;-22872.42;-661754.98;447262.59;587437.16;-419304.13;808777.66;14425.32;632203.88;-625933.02;378519.36;-885915.41;-205161.24;-948574.08;565744.37;698978.46;-512540.34;800056.24;-183174.36;531125.03;-978447.54;-235043.6;160942.27;-664377.31;-667082.8;729493.11;852711.13;-432932.02;309541.87;-225173.21;-340574.14;-456175.18;496391.36;-417707.22;-162844.16;390342.08;426156.48;280660.55;-576425.57;-532249.98;-125793.85;-789633.54;-743128.73,5,0,BASE,EOD,
982,IR Par Delta,EUR,108381.8;-3995.04;258475.12;917077.39;77010.91;862708.0;-827817.84;-733297.44;-74509.85;-959522.34;919714.38;-947506.9;-36633.89;425855.63;-4300.7;-647823.39;-357804.33;26444.7;-387421.9;-919985.99;-354611.01;-900472.77;851346.32;-926109.89;-445066.29;425957.1;-316592.01;831371.75;-427550.5;983632.06;-193971.8;315139.93;-103559.31;-179948.1;-723158.73;761994.64;611761.7;148188.51;-409660.22;-215140.4;290098.02;974651.3;349104.3;-956410.65;-461773.66;-865286.58;-263981.54;-254910.75;897430.81;-3312.61;464294.85;402548.02;-102289.69;-380117.33;-715223.95;851855.3;-961479.97;-711714.86;143529.86;-403609.92;374911.4;-104174.47;820362.91;200154.76;-111557.22;-380648.63;294494.92;552187.59;-163680.0;-93247.28;631707.09;645450.82;-965929.01;-142560.98;-487389.61;-482606.76;-392491.45;-683935.43;-591337.79;-379635.76;280943.25;245833.04;-92320.52;-11086.05;-393002.19;321701.08;952440.95;923494.04;-59048.92;-666609.92;920403.35;869411.29;-773923.0;661625.06;-680733.96;-554121.13;379055.43;-794099.92;488194.34;631239.45,3,0,COPULA,EOD,
75,IR Zero Delta,CHF,-985581.87;-256219.82;490493.01;754844.35;80620.55;-861747.45;976442.11;568407.25;-279901.81;275776.11;-279946.07;-146311.2;709537.97;-506537.16;159063.91;-240235.17;-66750.65;-39936.27;225542.14;575640.46;-375454.58;-953535.92;-632590.59;762226.31;466620.65;645193.65;-775902.91;375250.48;625351.65;31350.88;-417667.47;474527.86;-574367.05;-970407.0;641098.53;-429356.13;176606.34;710917.86;222849.13;359372.44;997327.29;-218846.49;499357.71;492182.68;-533747.26;295347.63;321294.71;159474.78;-724995.14;-364425.69;820649.22;319490.9;419838.76;465989.25;722848.65;514554.32;928401.3;453574.59;658361.4;890764.97;-655353.03;-511243.3;-162567.31;397723.59;890750.05;-484374.26;535239.77;706621.78;-819239.71;-33741.58;-78706.99;781089.4;-955976.36;723245.94;-333942.78;-692254.26;549035.94;608746.53;257853.12;-618739.62;-462067.93;908216.3;207819.24;-700842.41;-790864.05;-34457.35;-550549.44;778198.25;744298.4;25080.13;-691191.18;249340.37;-368551.54;895280.45;287603.75;-124564.04;-235364.42;72260.62;-944092.56;81041.06,6,0,SABR,EOD,
189,IR FWD Delta,CHF,-851210.65;272182.58;-554304.52;-459322.49;530857.94;797745.4;-313702.0;951143.82;-851337.58;779755.46;476466.9;991857.14;-992964.76;203193.88;-507744.89;-931700.76;643405.32;-648357.72;-523618.65;196315.14;445793.24;-479449.18;28601.39;481973.3;-669400.51;-962920.49;-784878.45;868499.9;-507535.71;668124.67;-349828.93;-617643.08;836866.32;706999.2;627617.24;-502373.57;-248923.2;-64700.17;452158.22;802726.68;209332.69;-296645.21;-800490.06;-634952.22;-423727.18;485731.42;625180.68;-633034.63;-582266.75;-102222.55;-256789.68;-678022.12;-661404.8;780751.92;212839.38;-966172.93;-73804.36;-334214.91;-517334.98;150170.0;556484.04;-462676.24;-629272.19;655455.73;357959.14;-51593.37;735333.7;467914.63;233917.81;-710764.07;-903291.3;641779.16;889780.98;-82024.88;976285.79;-427309.82;862799.72;831047.28;317165.61;671205.48;63431.4;746424.32;-804108.07;27127.85;471522.25;770536.79;-48435.67;114579.03;-324690.47;-17380.87;818044.32;-629880.24;459964.12;-230848.22;166780.86;375879.14;-520979.59;-24433.53;-680693.33;-32670.78,10,0,BASE,EOD,
817,IR FWD Delta,JPY,734374.34;-650793.95;510583.2;-399251.65;-585565.47;-973961.67;437014.6;-771431.47;-920168.48;613318.19;867950.49;-629131.69;610514.45;-172467.15;876947.27;-559847.05;137979.55;-866865.78;114045.05;777879.74;685188.29;-433998.72;-733883.11;-776761.65;-448111.64;-860024.99;269820.19;868701.04;58716.59;835646.68;-205025.5;907959.79;-204390.51;533227.62;794697.43;-258987.67;237230.31;708124.46;-292689.01;320929.74;-430579.39;51186.7;-826840.55;-668519.14;-532798.9;510880.44;290464.64;54894.16;-642656.76;-775473.53;-948666.7;-118267.1;297286.1;272915.01;643064.58;499558.45;-942082.64;205946.56;543267.8;-740065.42;-251616.99;-732327.29;380306.86;821237.85;-165645.34;159018.03;-972357.66;-360756.28;-742548.96;529061.75;-340165.6;522945.62;-283417.6;90651.45;67825.72;507202.16;998099.01;-90786.22;-962542.39;-742344.94;-838220.05;161625.02;-758406.39;-117579.73;811889.86;-751097.27;380901.84;222777.27;-415423.36;-805437.16;622108.87;-93431.09;-85141.08;-563418.64;-977930.82;-123607.45;-714590.47;-769229.35;269137.32;910658.77,8,0,MC,EOD,
910,IR Par Delta,SEK,-549382.22;-128175.26;-174223.64;132552.53;-522967.27;-915537.38;971939.84;444712.46;854922.65;817864.16;-308566.07;399824.09;-743089.3;-287223.87;-713075.0;-470567.89;-731213.76;-270424.52;-782093.27;-408369.87;-877135.04;-201676.49;-581366.53;-122128.77;-205001.8;-952085.4;433386.01;-605770.43;925847.22;-849498.29;-421280.63;-36523.78;76327.64;-660568.23;-842820.19;132628.13;183809.4;912475.83;-700770.7;-780924.11;559329.61;-806117.08;314681.96;-538239.42;464772.55;758239.53;458108.27;-8597.95;-997682.5;149406.06;651595.95;429169.35;482937.34;-267170.06;495526.42;52754.82;31979.47;637494.2;713334.49;349248.47;156446.0;-510285.31;870897.77;-732133.09;-63426.26;-109524.68;976194.6;609384.55;256275.18;862480.83;659720.31;-522782.52;-792309.47;-158402.86;220762.15;-971175.84;-97701.76;246820.31;-140830.75;-586600.27;911238.08;444025.07;289404.17;-763177.67;677752.31;-860830.96;537487.24;222217.74;-713575.32;-902518.22;905748.45;-363000.96;-455667.65;269521.14;-358322.74;934957.29;272389.92;-164773.5;-925022.64;277292.99,1,0,SABR,EOD,
962,IR Par Delta,CHF,-617727.91;-28331.61;-823368.18;571533.18;86065.71;755436.9;-811107.31;-316555.94;-866789.09;726890.99;526616.21;23200.92;797443.0;195853.69;-592734.72;915634.27;214335.27;565768.34;891346.86;-54263.58;355486.14;-968440.74;-244080.1;-278517.68;376874.07;-532606.3;746809.03;-872521.54;-916476.96;381103.16;-623903.7;334922.27;-37218.55;-929133.03;313495.35;492739.85;381234.34;-913922.41;132789.19;742580.93;404775.76;-149110.17;-673866.12;-197119.45;-10490.05;-930933.35;561675.9;-743247.75;286658.98;-913113.59;-386821.8;657494.7;-434036.31;-396075.63;-491424.92;-140439.05;-668157.91;-182908.29;727644.62;-822259.08;-105962.57;829001.33;-808565.53;96987.96;-648979.78;-389370.86;-357953.88;-627903.61;-436332.32;-532947.25;-12951.23;-141671.74;624302.37;-671042.49;-451830.01;759205.26;-160659.47;743740.92;-714442.46;-633598.02;344090.47;251089.33;-24484.27;470363.42;-398249.62;-646573.51;-412121.97;-372370.03;-471586.99;508390.17;589187.88;-576306.69;40641.01;-10308.5;537026.21;317756.54;-763813.79;-218289.54;889178.54;-675113.04,3,0,COPULA,EOD,
486,IR Par Delta,EUR,617655.38;174954.82;-747962.6;633090.61;357757.66;-826322.28;-914942.9;246494.2;265360.63;217923.05;-169603.61;508660.39;-6954.55;-102970.64;103372.5;554761.52;550912.11;149351.68;-873513.6;662258.43;-985608.86;903327.51;-931426.81;-313207.09;595111.91;70370.72;700013.3;309928.35;-680620.08;-747756.19;-18830.23;-304023.55;367678.87;378802.52;-608741.0;-537862.95;-421222.75;-542571.93;332968.41;-214286.76;-458175.43;-692249.89;962679.63;-703813.62;3805.52;650410.44;-203357.09;-407789.31;-370654.61;293258.55;743556.15;132305.18;-151865.76;-186082.2;591798.18;-862148.07;739184.22;-957023.55;-455277.17;6412.45;-849218.43;947980.37;699415.73;-424950.0;358349.43;73787.77;-662707.38;-288295.25;-81165.36;645450.66;-654497.28;250438.89;423469.14;309111.87;783275.5;903092.51;322243.79;808730.64;455407.91;-923186.59;-776901.9;452098.38;-795087.0;3214.89;-259343.37;-939786.44;751444.62;621714.87;178003.19;977664.23;-167571.54;166704.04;-300347.51;-12199.61;-506801.08;992350.8;-924418.6;-506282.36;779430.27;669585.49,7,0,BASE,EOD,
591,IR Zero Delta,JPY,196272.16;-735298.62;257884.19;-648879.91;9315.9;209260.84;-110736.05;-647662.66;-823114.2;-478341.52;623617.19;992045.53;632628.91;-857816.39;-1527.32;-138988.51;509816.69;-872312.31;561100.92;637646.64;-418802.68;-901185.71;-468448.36;523262.93;-340882.45;-384150.79;-404745.12;385345.55;-81672.46;-617525.01;-166500.33;-313962.93;-545483.4;907489.29;-302427.84;-152007.14;-250007.17;-251687.46;-992048.17;991346.25;92269.1;305660.49;-825881.17;-36292.02;-423066.23;558820.44;-891234.29;-870311.64;-944356.24;-386801.79;-170555.98;234691.69;-585742.41;569307.64;795952.98;-175873.57;820967.01;466879.74;-272627.99;960362.9;-921843.09;988150.21;907922.15;-885362.61;-190037.9;-431620.72;-419166.98;-214951.68;-971199.82;530383.57;-19470.7;188906.83;-156219.86;-284142.62;963474.67;847860.59;70122.57;410667.37;660491.07;617581.99;-496514.92;721486.8;805102.7;23849.78;-873863.35;-268764.59;-113686.15;-308496.12;842295.94;53613.43;66959.63;-442707.0;774462.82;642887.63;-312666.19;-768891.81;16020.83;-712433.66;836151.68;-428219.81,2,0,BASE,EOD,
629,IR FWD Delta,JPY,462726.77;-449647.16;266638.7;338615.98;597205.7;-275400.45;-392481.08;764087.07;943795.5;-63428.47;-64047.76;389366.21;285479.31;-493828.43;-647504.18;-297598.07;800852.18;-298678.23;-27647.46;405808.25;563322.36;-717973.35;175953.78;-494770.38;-818246.83;62949.09;-280048.61;401407.71;300627.17;526619.27;-72053.52;-553138.38;116304.61;-442618.35;-178905.14;883135.77;843661.56;58566.7;-13323.87;-481378.75;-529067.99;-332980.09;-517910.05;939268.53;373227.06;-409448.96;-317599.66;920405.67;790693.39;-181857.01;-181099.43;501733.39;-87315.13;662793.31;-369718.87;-800364.31;647277.17;-929100.16;-350050.1;-500232.45;644041.72;-372236.41;-328466.68;-581170.48;-233846.15;-688496.22;-29261.3;-702907.09;-483244.11;217580.0;-39871.65;570208.61;963336.11;202005.98;-553568.17;-459296.14;-735248.93;538040.38;751465.58;-666951.4;579432.19;-22078.63;-888807.97;-780929.34;76487.34;-970944.27;553549.18;-994947.09;-757411.34;232882.7;-873061.38;398078.64;825816.4;565753.38;293567.27;-722149.6;-683329.26;894861.46;-131708.53;522424.22,10,0,MC,EOD,
933,IR FWD Delta,USD,162601.84;-847838.55;378179.14;850771.05;-852118.87;-94180.14;165491.69;563455.01;115137.99;542755.96;-773417.1;-411082.54;218997.89;422841.3;-400485.26;-123410.13;710399.46;-606588.03;-467782.78;961191.4;886537.43;9557.83;-7287.75;-340189.24;-459411.89;266274.76;150483.51;-213451.21;-991892.03;967856.13;-621445.29;405354.83;743657.2;132744.74;857869.92;574940.4;-187648.42;-212089.29;-194493.48;905050.86;514589.35;29948.37;990054.81;-377923.72;-41419.36;-361973.81;977610.03;-166984.43;-527078.94;652205.53;984138.4;617951.41;532100.87;573748.14;-819944.4;149397.61;57579.04;-221586.02;-763604.38;-114060.8;-752175.52;709936.11;-406739.18;458232.11;663532.0;500511.5;-469643.17;-460701.71;-436530.84;-210928.28;-495138.52;-62678.85;-3835.77;279027.62;-63223.1;-94510.33;217340.81;402689.52;162802.49;-437098.98;955224.14;817652.42;-96229.78;-254251.17;-298600.3;-436306.7;726386.06;-38019.49;-805488.21;-428909.5;-181904.01;583294.49;-662731.64;207289.21;726269.16;-8328.08;129374.75;299159.83;-552928.88;227660.89,4,0,BASE,EOD,
939,IR Zero Delta,CHF,220881.3;249037.56;542904.21;486712.83;217554.13;182902.84;102591.81;289994.83;361439.29;-532959.39;530672.0;93384.75;-569574.84;-685077.13;960701.46;-451907.46;-494877.96;-834484.92;265842.38;-50699.56;70857.76;906713.23;-961589.66;849511.01;312720.86;902000.69;-774093.03;-441954.09;903204.23;711609.4;-422005.79;-545923.33;-854976.74;946386.28;-215574.99;-603481.65;722769.99;-475835.96;695726.65;-129474.68;409499.6;249966.43;323255.8;247147.66;-822264.45;686128.39;266815.66;698081.28;60451.04;-528818.56;40405.17;8429.95;-920688.62;-607404.28;-490812.07;-515360.46;-195285.98;-541311.2;609689.57;-820726.09;-523220.29;437220.75;-907929.43;-86391.73;404942.36;-535580.72;804915.71;321941.28;445071.28;113719.98;-930458.34;-788579.38;-198840.84;-457962.11;483843.46;95851.75;726205.24;496671.0;147509.82;-723684.61;161978.15;-224805.93;396139.47;-176749.37;465053.91;353526.26;-560803.96;504954.82;-113420.87;462011.4;-918881.41;867054.43;-727508.06;361556.5;576797.23;-553527.71;-295112.39;-545170.7;-369070.94;179239.68,10,0,BASE,EOD,
16,IR Basis Delta,CNY,178091.04;-489343.38;305659.02;-488057.98;530111.52;20819.73;-309804.51;965960.74;-702095.64;-459673.49;-851049.82;161078.94;10309.64;874227.96;-214709.27;250147.67;532118.67;250859.13;-323565.13;864572.48;-744182.09;-265009.37;-864350.0;-767813.95;-884269.19;-665011.8;168693.04;-128983.38;171582.01;574490.75;657255.74;746406.1;413285.35;-158062.49;532991.13;8020.34;-465057.75;200424.31;740761.67;-219480.77;88956.36;-478266.94;-398881.0;405135.5;-925233.64;584905.31;683292.55;-727195.0;-397164.2;-486216.37;993395.95;-578452.49;161863.25;-981758.89;417755.35;-157768.26;882962.96;-248277.8;30805.14;-520960.37;895758.36;-811587.24;-305666.85;-821358.01;290230.51;980898.4;563038.5;635975.63;544589.91;762432.28;803565.28;189178.16;736223.67;-620634.93;516785.03;-959794.66;-792460.91;-369768.32;487626.67;528427.7;-5925.4;989264.62;718721.78;-789952.41;-446186.88;-128032.35;-80573.87;-119615.82;-492986.32;172361.46;112122.55;98136.52;247141.97;-295365.05;221885.78;-538214.56;-997403.23;371173.07;-111889.13;937063.14,7,0,COPULA,EOD,
287,IR Zero Delta,USD,786235.59;909775.24;-636006.28;-602272.96;188849.43;-186595.23;-160776.09;30341.4;738095.21;-941110.11;-499768.85;-140291.88;799262.38;523206.28;777046.1;-891413.99;978194.32;38111.08;603211.76;558542.78;427994.31;-557946.2;-391803.26;958241.42;-648209.56;-278107.33;-969103.56;951119.9;826362.67;629956.14;-665747.42;-154917.87;342788.06;-33570.86;440454.85;-709140.08;-663938.87;75622.37;222235.96;-668506.52;715971.19;-633517.57;-781359.2;608652.14;574368.98;125447.89;490972.02;-389436.6;-788287.32;402047.97;808612.99;929592.05;798915.91;-849941.69;-446186.45;-882592.15;-467745.08;440819.44;-418867.34;859994.69;857041.58;-248433.23;-297867.06;-607548.72;259356.92;913495.26;607452.06;566492.86;191499.81;-282418.29;-817640.53;76718.56;-628900.73;513211.26;761103.24;119864.12;709316.69;342594.43;-99546.66;894764.33;-121987.12;7239.12;-877690.68;-228039.11;407437.3;669080.21;50698.86;168886.32;-948757.16;10430.91;-791518.75;-409634.44;112740.32;-299942.1;-166586.7;-163915.58;717444.24;-505028.24;755828.6;521563.77,8,0,MC,EOD,
505,IR FWD Delta,GBP,789900.51;-495230.66;-531499.96;156391.85;512716.41;435381.12;-941639.85;-369085.3;-510676.91;-481156.47;951196.82;-609013.85;654174.94;-369044.36;685907.52;-129415.42;-472038.98;-570393.99;340406.56;-330888.66;-390217.84;814514.85;80330.95;524537.62;-946000.1;-56255.23;155378.15;-636686.76;49685.85;359889.64;-117027.38;45122.46;235948.14;-421259.58;-478064.25;572928.58;734251.48;-373262.95;788528.2;295640.79;-672969.49;-500493.09;672833.65;-236937.89;-600745.26;-267198.1;-365722.33;132085.19;470861.27;593793.47;642062.21;-24020.68;-690751.16;193195.25;-879783.2;97951.21;321007.52;-53654.94;253842.51;504256.19;186892.08;-7193.0;294664.65;-930002.28;-786732.88;643729.5;-627015.53;-30316.54;843470.57;405706.99;797028.88;-772752.97;-454895.16;-79089.59;118022.15;-824336.97;103639.05;863938.41;-457599.84;324946.54;-975222.09;-484348.17;572174.65;160937.83;-104944.78;997573.39;-617181.33;812790.89;578207.67;851430.42;-857752.82;266562.03;883252.79;-200962.77;623461.53;184509.43;153120.71;-548225.61;847669.39;753553.22,6,0,SABR,EOD,
958,IR Par Delta,CAD,321418.19;207954.01;-108002.08;932017.93;-276539.67;-746320.3;-724852.03;484168.17;421550.8;3015.72;-205896.99;344867.72;782221.18;-396284.43;227086.5;-585527.99;-991750.9;-45944.8;910045.64;788278.59;-731287.94;546903.99;480845.03;-115885.56;-155676.57;-640943.13;700919.35;-114117.56;-72414.99;481812.54;805725.07;-538385.04;-954613.19;468149.32;-49846.95;-658849.31;4146.79;-705537.59;695359.07;818339.8;721441.69;-550731.11;95523.48;-510639.2;-369822.39;526393.47;35330.94;487507.06;583319.13;841256.67;-313598.54;-508062.45;-744185.03;-494524.1;750411.7;39346.53;-8561.62;-339560.27;806895.2;201430.79;-47292.43;136026.94;178261.39;-112710.55;366894.62;-518651.88;609781.78;378410.83;659079.91;-310469.69;437434.32;512994.05;248673.75;-543959.51;-321360.69;-856413.88;935716.05;-584687.06;-836664.91;458081.56;-513038.45;163952.13;303199.87;334634.44;-335918.15;-707829.11;644365.52;707406.96;634143.23;180957.47;581947.08;-929428.68;-609126.14;530981.8;333409.37;630351.52;-57932.94;-734148.34;-969788.38;356649.69,9,0,COPULA,EOD,
994,IR Par Delta,GBP,-945267.05;-692518.58;252300.13;359368.42;-319186.25;-803915.75;801091.8;127049.35;127273.4;-734899.4;386718.23;318732.28;-236872.58;-986398.8;120541.73;-741154.28;-39294.14;-459007.97;245966.01;577724.23;540397.99;-798546.73;-141950.04;291429.97;579283.28;-951134.94;450125.5;345825.86;-918488.87;327727.63;294499.67;-323389.61;930054.16;347647.4;667653.03;-551954.58;-798898.59;884105.94;-866853.49;-542905.99;482058.09;-791152.67;-124160.25;360968.15;-77509.82;-394304.5;769498.32;790331.37;-687116.09;-236515.15;-539258.3;-8293.47;-850712.98;-331100.86;-183384.17;325491.71;61194.31;-540623.8;-665316.16;-299258.63;-435974.55;126166.79;721864.68;-377773.56;-734992.14;519003.88;612399.4;657736.64;935609.19;-864755.6;-415776.92;341206.45;325179.13;-589842.4;-384732.5;40152.28;507070.03;420648.79;-947247.28;602758.14;25237.62;-495722.32;137492.97;850567.29;-893936.75;577032.74;414430.36;700875.88;700928.85;449959.17;512224.98;-679604.12;-439218.81;528912.74;-256862.32;-426942.37;-320118.92;-857088.49;145406.78;713279.13,5,0,COPULA,EOD,
123,IR Zero Delta,USD,-790972.11;975529.6;-804132.83;489959.9;884263.41;-362401.45;989567.56;-390064.61;-232268.59;72803.41;507942.15;-398467.82;-751999.82;31050.18;-975446.32;-144931.48;-102173.2;612898.81;449266.65;-283733.81;-562633.53;49551.62;178635.61;-466400.6;-605720.17;-950042.73;-32003.45;-890528.89;77123.87;943122.29;-182241.8;-118785.78;-783586.95;-810518.46;594702.49;203109.86;410181.08;608306.19;575105.93;-150140.02;296738.47;94210.25;332933.56;-632811.03;938303.89;871697.58;55982.76;219657.22;406456.2;-587792.37;-458096.49;325960.7;-545442.71;-176696.51;21299.09;276604.08;862534.24;-381355.91;-512119.09;-952694.23;-494211.28;340433.12;420023.38;-831972.58;916552.14;445652.57;537948.63;579421.7;559882.23;-837357.38;-668205.45;-815010.25;619883.26;214755.8;991943.2;707447.92;-766753.3;271606.07;942308.06;747345.85;-991237.79;68064.24;249165.03;325733.08;-130027.51;-197724.94;-301529.58;853673.25;774560.51;994906.4;-935312.53;-152363.29;-914121.62;-412921.08;515328.29;998249.16;711911.55;-828030.8;-906664.14;295544.5,4,0,BASE,EOD,
161,IR FWD Delta,EUR,-295219.44;247830.56;-227392.91;625061.96;626019.11;-980690.08;681842.75;685345.75;-239148.91;-542407.01;606719.58;192417.21;593254.52;-293033.59;-359387.59;-400621.25;-52927.25;797054.79;510568.93;-87467.64;942594.84;999891.87;-817077.2;-567135.77;-874708.7;427011.68;790559.77;646564.31;-459999.31;-853206.17;57884.69;192767.79;852706.0;-994297.49;3859.26;388551.65;727332.39;-631538.28;312447.7;776025.73;827415.6;34415.55;467577.81;34901.35;-795496.57;-415636.42;479429.05;639254.93;872031.47;-875473.4;233356.04;630787.92;-338799.34;-954876.02;149021.5;598782.31;525080.26;-901318.5;230418.71;-134930.51;898263.76;355465.22;800103.0;-977872.67;632301.53;873808.23;20701.68;702065.67;-872837.07;510270.02;198840.21;-393608.71;81030.81;310157.51;359458.3;-778121.56;592671.62;971496.69;303932.33;-824048.32;864269.48;115863.48;-435651.45;660619.16;51175.76;214258.48;710479.25;-756549.04;-131863.32;-800650.56;206965.57;924654.55;905420.57;-699778.44;-592579.58;809981.78;-989926.31;-297066.01;472585.53;631321.22,2,0,MC,EOD,
411,IR Zero Delta,EUR,354819.21;-378278.79;349414.94;706657.67;882678.2;375343.51;-510562.83;-43593.97;108303.36;450645.26;-408677.64;-623205.67;-71333.98;-654458.2;-169695.83;-158511.59;-576266.54;57649.84;-815290.8;-541341.86;-230742.81;661226.97;297671.84;561693.81;-758833.77;-707533.3;-294981.5;691421.09;-292024.91;-538161.16;-311250.52;-784294.56;-960250.61;728653.03;550096.09;403879.87;613229.77;277991.34;830042.66;267098.67;964188.79;344578.39;-153199.88;-679652.94;-100442.22;-112706.88;-249963.68;-857781.53;65822.55;-748552.46;441064.86;620654.72;-998645.79;817912.19;887752.67;432255.95;-949960.18;-820183.54;-425997.27;403188.07;238852.17;583650.58;-960686.22;-918688.02;-741476.59;-790257.86;-905180.42;-378729.3;-950869.24;-716133.18;-803471.46;-885327.55;-970494.66;-181196.73;776545.56;-797461.35;-411594.93;918998.16;-585590.21;-433658.33;-346085.92;511492.02;653119.18;641757.36;599075.89;548659.38;525561.65;89722.5;-803631.24;786393.92;719121.67;532693.74;774186.8;294369.1;-90815.07;696144.86;900272.85;583969.08;778919.54;-774670.14,2,0,BASE,EOD,
557,IR FWD Delta,CHF,-917310.87;944170.52;-312473.45;-787519.14;451628.88;574382.37;-263648.11;525255.08;-130222.74;-401211.21;-593710.69;-750490.33;-170343.47;880554.55;-358202.6;-301820.04;-886740.49;331193.54;147789.77;-968228.1;212873.84;-187406.03;-625885.29;-936513.24;779724.74;-243565.99;-533906.14;-707087.22;-608463.0;-371452.08;976803.57;89424.09;-384628.07;-991415.98;-890487.73;228527.19;354259.87;785851.86;-698030.19;603622.1;331195.77;-566611.16;-14704.62;495967.43;69784.57;589084.58;208479.03;-28356.16;-798919.43;717587.89;476243.71;204685.13;-516503.8;-380692.54;-418962.54;-420984.68;-28485.45;-493826.2;387581.79;70991.96;-483118.41;-811161.11;-414681.15;-713900.52;868406.33;-392888.88;-754995.2;-476317.16;-389510.42;75481.3;-328015.9;40430.14;-587213.28;740445.63;-259072.63;-892753.01;-6768.18;-883416.83;390169.57;718812.14;-207089.46;-538929.84;-770748.67;-757985.95;326134.74;-679640.99;-541666.03;734503.45;-643379.64;64941.98;504217.12;-16479.17;618983.77;-862373.28;-880933.76;-87186.97;-207748.63;598259.11;270500.73;498811.29,8,0,MC,EOD,
583,IR Zero Delta,SEK,540696.34;339116.57;227513.35;314645.39;-314615.74;-642037.56;202548.8;524369.35;245984.35;953075.02;217255.41;-240713.36;267653.03;741033.28;-62929.57;-732354.94;455212.35;462885.16;524002.54;-252363.91;43842.2;-12990.96;294499.25;-287359.29;947632.93;-264364.35;711883.02;-612830.13;828397.52;-773559.74;272224.99;-735782.81;131347.35;-148001.69;401979.28;624053.83;-84953.44;389583.57;-182732.45;467497.92;-652648.62;-371890.66;-849279.64;729977.93;45186.32;107743.12;399699.81;346139.71;-16168.29;-536338.48;992185.25;112501.21;-693251.27;-887888.77;502211.79;125878.97;-488618.37;-565897.64;670107.38;-49600.34;-89827.98;-281657.33;-48113.85;339416.47;936941.08;300839.23;-608170.33;-731748.14;302932.56;-354591.32;945905.51;781655.15;675717.76;-551016.01;-198920.7;332145.81;858757.33;-999383.29;223206.53;495180.92;-498081.58;105139.5;633420.14;-1728.48;-470835.01;709542.63;282223.75;986539.45;-590216.8;264982.58;-30208.61;-753868.64;689400.09;839330.66;642526.63;-456374.45;-570584.56;820421.83;334251.8;-396471.98,4,0,MC,EOD,
